ObjectID *,Shape *,Type,Title,Issuance Date,Year,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Volume_gallons,Status,Latitude,Longitude
42,Point,Sewage Spill,"Wastewater Discharge at Joint Base Pearl Harbor Hickam, O‘ahu",8/12/2023 1:09,2023,8/15/2023 19:06,Unconfirmed,<Null>,<Null>,Joint Base Pearl Harbor Hickam,No,Oahu,No,Honolulu,"The public is advised to avoid contact with waters near the Joint Base Pearl Harbor Hickam wastewater treatment plant outfall located near the entrance channel to Pearl Harbor, off the Ewa end of the Reef Runway, due to a discharge of partially treated wastewater.

Event: Discharge of partially treated wastewater (UV disinfection bypass)
Location: Joint Base Pearl Harbor Hickam wastewater treatment plant outfall
Volume: 15,500 gallons
Affected waters: Offshore waters near the entrance channel to Pearl Harbor just off the Ewa end of the Reef Runway.
Status of spill: Stopped
Cause: Unexpected power outage

The public is advised to remain out of the affected waters until this advisory has been canceled. For more information, please use the following link: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1686/details/view",15500,Closed,21.306979,-157.956671
43,Point,Sewage Spill,"Wastewater Discharge at Hickam Wastewater Treatment Plant, O‘ahu",7/31/2023 8:40,2023,8/4/2023 23:12,Pump failure,<Null>,<Null>,Hickam Wastewater Treatment Plant,No,Oahu,No,Honolulu,"Updated 8/1/2023
The public is advised to avoid contact with the waters near the Hickam Wastewater Treatment Plant outfall, located near the entrance channel to Pearl Harbor, off the Ewa end of the Reef Runway, due to a discharge of partially treated wastewater.

Event: Discharge of partially treated wastewater (UV only, no sand filtration).
Location: Hickam Wastewater Treatment Plant Outfall
Volume: Estimated 9,500 gallons
Affected waters: Offshore waters near the entrance channel to Pearl Harbor just off the ewa end of the Reef Runway.
Status of spill: Stopped
Cause: Pump failure

The public is advised to remain out of these waters until this advisory has been cancelled.  For more information, please  use he following link. https://eha-cloud.doh.hawaii.gov/cwb/#!/event/1681/details/view",9500,Closed,21.306979,-157.956671
44,Point,Sewage Spill,"Wastewater Discharge at 1212 Richard Lane, O‘ahu",6/23/2023 1:04,2023,8/10/2023 0:01,Leaking private sewage line,<Null>,<Null>,1212 Richard Lane,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Kalihi Stream near Richard Lane. There has been a report of a sewage discharge from private properties located at 1212 Richard Lane which is surface flowing into a nearby storm drain leading to Kalihi Stream. This discharge is not originating from a City and County of Honolulu-owned or operated asset but rather from privately owned sewer laterals. The discharge is ongoing and signs have been posted in the area.

The public is advised to remain out of the affected waters until further notice.",,Closed,21.336468,-157.878505
45,Point,Sewage Spill,"Wastewater Discharge at Kailua Bay, Oahu, O‘ahu",4/20/2023 20:16,2023,4/27/2023 2:27,Unconfirmed,<Null>,<Null>,"Kailua Bay, Oahu",No,Oahu,No,Honolulu,"Update
The public is advised to avoid waters near the City and County of Honolulu Kailua Wastewater Treatment Plant's ocean outfall and the shoreline along Kailua Bay due to effluent that exceeded permitted fecal indicator bacteria levels.

Affected waters: Kailua Bay, Oahu
Exceedance occurred in daily sample collected on April 19, 2023
Status: unknown
Volume: unknown

The public is advised to remain out of the affected waters until further notice.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1646/details/edit",,Closed,21.432511,-157.71952
46,Point,Sewage Spill,"Wastewater Discharge exceeding permitted fecal indicator bacteria levels at Kailua Regional Wastewater Treatment Plant ocean outfall, O‘ahu",4/9/2023 22:05,2023,4/11/2023 21:07,Unconfirmed,<Null>,<Null>,Kailua Regional Wastewater Treatment Plant,No,Oahu,No,Honolulu,"The public is advised to avoid waters near the City and County of Honolulu Kailua Wastewater Treatment Plant's ocean outfall due to a discharge that exceeded permitted fecal indicator bacteria levels.

Affected waters: Kailua Bay, Oahu
Exceedance occurred in daily sample collected on April 8, 2023
Status: unknown
Volume: unknown

The public is advised to remain out of the affected waters until further notice.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb/#!/event/new/details",,Closed,21.432511,-157.71952
47,Point,Sewage Spill,"Wastewater Discharge at Mamala Bay off the Reef Runway, O‘ahu",3/8/2023 1:47,2023,3/30/2023 19:13,Unconfirmed,<Null>,<Null>,Mamala Bay off the Reef Runway,No,Oahu,No,Honolulu,"Updated: 3/20/2023.

The public is advised to remain out of waters of Mamala Bay, approximately 1/2 mile off the Daniel K. Inouye International Airport Reef Runway due to a discharge of partially treated sewage effluent from the Naval Facilities Hawaii Wastewater Treatment Facility outfall.

Duration of discharge: approximately 3.5 minutes
Volume: 14,000 -14,600 gallons
Cause: power outage leading to a bypass of the ultra violet disinfection system
Power has been restored.

The public is advised to remain out of the affected waters until this advisory has been canceled.

For more information: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1623/details/view",14600,Closed,21.293024,-157.958562
48,Point,Sewage Spill,"Wastewater Discharge at South Avenue and Lake Erie Street, Joint Base Pearl Harbor, O‘ahu",12/30/2022 23:29,2022,1/7/2023 0:03,Failed air relief valve,<Null>,<Null>,"South Avenue and Lake Erie Street, Joint Base Pearl Harbor Hickam",No,Oahu,No,Honolulu,"The public is advised to remain out of waters in Joint Base Pearl Harbor Hickam near the intersection of Lake Erie Street and South Avenue due to a sewage spill.

Volume: approximately 5,000 gallons
Start: 9:00 AM, 12/30/2022
Status: stopped
Cause: Failed air relief valve
Signs will be posted

The public is advised to stay out of the affected waters until the signs have been removed.",5000,Closed,21.342679,-157.967323
49,Point,Sewage Spill,"Wastewater Discharge at Palolo Stream to Ala Wai Canal, O‘ahu",12/19/2022 5:54,2022,12/22/2022 21:11,Debris blockage in line,<Null>,<Null>,Palolo Stream to Ala Wai Canal,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Palolo Stream (below Waialae Ave to Ala Wai Canal due to a wastewater discharge at 3110 Waialae Avenue. Details are as follows:

Event: Wastewater discharge
Location: 3110 Waialae Avenue
Volume: estimated 3,015 gallons
Status of spill: stopped
Entered state waters?: Yes, Palolo stream at Waialae Avenue

The public is advised to remain out of the affected waters until the warning signs have been removed.
 The advisement can be found at the following link. https://eha-cloud.doh.hawaii.gov/cwb/#!/viewer",3015,Closed,21.291794,-157.801839
50,Point,Sewage Spill,"Wastewater Discharge at SUB BASE PIER SIERRA 12, JOINT BASE PEARL HARBOR-HICKAM, HI, O‘ahu",11/19/2022 3:19,2022,11/29/2022 19:33,broken pipe,<Null>,<Null>,"SUB BASE PIER SIERRA 12, JOINT BASE PEARL HARBOR-HICKAM, HI",No,Oahu,No,Honolulu,"The public is advised to stay out of waters near Pier12 in Pearl Harbor due to a wastewater discharge.

Event: Wastewater discharge
Location: Pearl Harbor Pier Sierra 12
Estimated volume: <100 gallons
Spill status: Stopped
Cause: Rupture in sewage line

The public is advised to remain out of the affected waters until further notice. 

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1564/details/view",100,Closed,21.356934,-157.943913
51,Point,Sewage Spill,"Wastewater Discharge at Pearl Harbor, Pier Bravo 23, O‘ahu",9/29/2022 23:38,2022,10/3/2022 22:01,Unconfirmed,<Null>,<Null>,"Pearl Harbor, Pier Bravo 23",No,Oahu,No,Honolulu,"The public is advised to stay out of waters near Pier 23 in Pearl Harbor due to a wastewater discharge.

Event: Wastewater discharge
Location: Pearl Harbor Pier Bravo 23
Estimated volume: >1,000 gallons
Spill status: ongoing as of 1:32 PM, 9/29/22
Cause: Leaking pipe

Signs have been posted. The public is advised to remain out of the affected waters until the signs have been removed.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1527/details/view",1000,Closed,21.353988,-157.947353
52,Point,Sewage Spill,"UPDATE Wastewater Discharge at East Honolulu Wastewater Treatment Plant, O‘ahu",9/8/2022 3:03,2022,9/8/2022 19:01,Leaking gasket,<Null>,<Null>,East Honolulu Wastewater Treatment Plant,No,Oahu,No,Honolulu,"UPDATE: sampling results show that the permitted effluent level was not exceeded. This advisory is canceled.
===========================

The public is advised to stay out of waters of Sandy Beach due to a bypass of partially treated wastewater at the East Honolulu Wastewater Treatment Plant. 

Location: East Honolulu Wastewater Treatment Plant outfall off Sandy Beach
Volume: 2,000 gallons
Status: Stopped
Cause: Leaking gasket
Warning signs have been posted

The public is advised to stay out of waters of Sandy Beach until warning signs have been removed.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1524/details/view",2000,Closed,21.288244,-157.672217
53,Point,Sewage Spill,"Wastewater Discharge at Joint Base Pearl Harbor Hickam, O‘ahu",8/26/2022 17:17,2022,9/2/2022 17:38,Broken air relief valve,<Null>,<Null>,Joint Base Pearl Harbor Hickam,No,Oahu,No,Honolulu,"The public is advised to remain out of waters near Arizona Street and Kamehameha Hwy near the Joint Base Pearl Hickam Halawa Gate due to a wastewater discharge.

Event: Wastewater discharge
Location: Near the Halawa Gate of the Joint Base Pearl Harbor Hickam Halawa Gate
Estimated volume: 200 gallons
Spill status: Stopped
Cause: Broken air relief valve

Signs have been posted. The public is advised to remain out of the affected waters until the signs have been removed.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1523/details/view",200,Closed,21.365922,-157.941058
54,Point,Sewage Spill,"Wastewater Discharge at Nu'upia Pond, Kailua, O‘ahu",8/24/2022 7:32,2022,8/29/2022 20:41,pump overflow from severed wire.,<Null>,<Null>,"Nu'upia Pond, Kailua",No,Oahu,No,Honolulu,"The public is advised to remain out Nu'upia Pond, Kailua due to a waswtewater discharge from the Kailua Wastewater Treatment Plant, entering the waters. As a reminder, a Brown Water Advisory is in effect for the eastern and southern shores of Oahu due to heavy rains.  Details are below.

NOTE: The mapped area is approximate and will be updated as more information becomes available.

Event: Wastewater discharge
Location: Nu'upia Pond, Kailua
Estimated volume: 500 gallons
Affected waters: Nu'upia Pond
Spill status: stopped

The public is advised to remain out of these waters until this advisory has been cancelled.",500,Closed,21.432649,-157.748123
55,Point,Sewage Spill,"Wastewater discharge exceeding permitted fecal indicator bacteria levels at Honouliuli Wastewater Treatment Plant Ocean Outfall, O‘ahu",6/25/2022 1:58,2022,7/5/2022 17:06,Unknown,<Null>,<Null>,"Honouliuli Wastewater Treatment Plant Ocean Outfall, Oahu",No,Oahu,No,Honolulu,"Updated 7/5/2022
The public is advised to avoid waters near the City and County of Honolulu Honouliuli Wastewater Treatment Plant's ocean outfall due to a discharge that exceeded permitted fecal indicator bacteria levels.

Affected waters: Along the Ewa coastline, Oahu
Exceedance occurred in daily sample June 24, 2022
Status: No exceedance in daily samples after June 24, 2022
Volume: up to 25 million gallons

Warning signs will be posted and a press release will be issued.

The public is advised to remain out of the affected waters until warning signs have been removed.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1509/details/view",25000000,Closed,21.302754,-158.020828
56,Point,Sewage Spill,"Wastewater Discharge at Kewalo Basin Harbor, O‘ahu",5/21/2022 9:38,2022,5/24/2022 23:52,Clogged sewage line,<Null>,<Null>,Kewalo Basin Harbor,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Kewalo Basin Harbor due to a 400 gallon wastewater discharge at 438 Kamake'e Street. 150 gallons of discharge entered into a storm drain which empties into Kewalo Basin Harbor.  The public is advised to remain out of these waters until warning signs have been removed. Details are as follows:

Event: wastewater discharge (sewage spill)
Location of spill: 438 Kamake'e Street
Status of spill: stopped as of 6:45 pm
Estimated volume: 400 gallons
Estimated volume entering into waterbody: 100 gallons
Affected waterbody: Kewalo Basin Harbor",400,Closed,21.293014,-157.857743
57,Point,Sewage Spill,"Wastewater Discharge at 47-048 Kamehameha Hwy, O‘ahu",2/15/2022 20:10,2022,2/16/2023 19:44,Leaking septic tank,<Null>,<Null>,47-048 Kamehameha Hwy,No,Oahu,No,Honolulu,"Updated: 2/14/2023.

Correction: the affected address should be 47-048 Kamehameha Hwy.

The public is advised to avoid the waters of Kaneohe Bay near 47-048 Kamehameha Hwy.
There was a report of a wastewater discharge into Kaneohe Bay from that location due to a leaking septic tank on the property.

Affected water: Kaneohe Bay
Cause: Leaking septic tank
Start: DOH notified on 2/15/22
Status: Ongoing

The public is advised to remain out of the affected waters until further notice.

A map showing the location of the affected area may be found at: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1482/details/view",,Closed,21.452569,-157.815647
